names,GK vs. WKY
Hmox1_Cat,-1.7189895
Mrps5_Dap3,-1.7189895
Ybx3_Tjp1,-1.7189895
Dpp4_Ada,-1.7189895
Rbbp4_Lin37,-1.7189895
Pwp2_Noc2l,-1.7189895
Ube2d1_Cdc23,-1.7189895
Rbbp5_Dtl,-1.7189895
Pde6b_Gnb5,-1.7189895
Prkaca_Gfra2,-1.7189895
Sirt7_Cd38,-1.7189895
Rnf8_Chek2,-1.7189895
Fgfr3_Fgf18,-1.7189895
Pnlip_Cel,-1.7189895
Ptprf_Lrrc4b,-1.7189895
Cwc22_Casc3,-1.7189895
Cspg5_Chst3,-1.7189895
Rps15_Kxd1,-1.7189895
Psmc5_Psma1,-1.7189895
Tsg101_Chmp2a,-1.7189895
Prim2_Pole,-1.7189895
Pold1_Mcm5,-1.7189895
Pcyt1b_Cept1,-1.7189895
Rnf20_Leo1,-1.7189895
Hadha_Acad9,-1.7189895
Magi1_Igsf5,-1.7189895
Magi1_Actn4,-1.7189895
Rps5_Rpl14,-1.7189895
Pea15_Fadd,-1.7189895
Rab8b_Gdi2,-1.7189895
Snrpa1_Sf3b3,-1.7189895
Sucla2_Idh3a,-1.7189895
Ncan_Csgalnact1,-1.7189895
Psmd7_Mapk6,-1.7189895
Rmi1_Pole,-1.7189895
Smad9_Acvr2a,-1.7189895
Psmb9_Gli2,-1.7189895
Nudt12_Nt5e,-1.7189895
Snrpb_Sf3a1,-1.7189895
Snrpb2_Dhx8,-1.7189895
Rims1_Ppfia3,-1.7189895
Ccl27_Ccl2,-1.7189895
Ubqln2_Agtr1a,-1.7189895
Melk_Ccna2,-1.7189895
Pwp2_Pes1,-1.7189895
Aco1_Acly,-1.7299385
Tnf_Ptgs2,-1.7299385
Ppp2r1a_Mknk1,-1.7299385
Me2_Ldha,-1.7299385
Dlgap1_Cdk2,-1.7299385
Prkaca_Nrtn,-1.7299385
Wdr43_Dimt1,-1.7299385
Srrm3_Rbm22,-1.7299385
Chrna9_Chrna5,-1.7299385
Traf2_Ripk1,-1.7299385
Sart1_Mfap1a,-1.7299385
Dnm3_Ap2m1,-1.7299385
Psmd8_Gli1,-1.7299385
Smu1_Eftud2,-1.7299385
Terf2ip_Ppp6c,-1.7299385
RSA-14-44_Arhgef11,-1.7299385
Wtap_Polr2e,-1.7299385
Rgs14_Rgs10,-1.7299385
Psma6_Oaz2,-1.7299385
Mcm2_Cdk2,-1.7299385
Lpl_Apoe,-1.7299385
Ube2d1_Skp1,-1.7299385
Rad23b_Psmc1,-1.7299385
Ruvbl1_Ino80c,-1.7299385
Ide_App,-1.7299385
Nup93_Gemin8,-1.7299385
Mllt3_Mllt1,-1.7299385
Shc3_Ngf,-1.7299385
Serpine1_Ldlr,-1.7299385
Serpine1_Lrp1,-1.7299385
Tex10_Gnl2,-1.7299385
Dynlrb1_Dync2li1,-1.7299385
Gys1_Gyg1,-1.7299385
Src_Rac2,-1.7299385
Mylk_Calm1,-1.7299385
Tert_Smg6,-1.7299385
Ptk2b_Grin1,-1.7299385
Nkiras1_Nfkb1,-1.7299385
Smpd1_Galc,-1.7299385
Srebf2_Hmgcs1,-1.7299385
Prkcb_Akap5,-1.7299385
Dcn_Chpf2,-1.7299385
Ube2e1_Atg7,-1.7299385
Elavl1_Ago2,-1.7299385
Pah_Akr1b1,-1.7299385
Tra2b_Srsf1,-1.7299385
Acsm1_Acadm,-1.7299385
Acsl3_Acad8,-1.7299385
Pdss2_Coq9,-1.7299385
Gnao1_Gabbr2,-1.7299385
Mrpl46_Mrpl28,-1.7299385
Esr1_Atad2,-1.7299385
App_Apoa1,-1.7299385
Whamm_Cttn,-1.7299385
Tcirg1_Atp6v1g2,-1.7299385
Sgms2_Plpp3,-1.7299385
Sgms2_Acer1,-1.7299385
Spag5_Kif18b,-1.7299385
Ilf2_Hnrnpa2b1,-1.7299385
Exosc9_Exosc3,-1.7299385
Rplp0_Rpl27,-1.7299385
Snrpb_Gemin7,-1.7299385
Inpp5b_Inpp1,-1.7299385
Rps6ka2_Mapk1,-1.7299385
Rapsn_Dag1,-1.7299385
Magoh_Bcas2,-1.7299385
Tnks1bp1_Eif4a3,-1.7299385
Rab3a_Gad1,-1.7299385
Cdk2_Cdc45,-1.7299385
Strn4_Cct4,-1.7299385
Kifc1_Aurka,-1.7299385
Mrps23_Mrpl35,-1.7299385
P4ha2_Col5a3,-1.7299385
Vcl_Tagln2,-1.7299385
Rfc3_Chtf18,-1.7299385
Gclc_Bcat1,-1.7299385
Il4r_Il13,-1.7299385
Mphosph10_Ddx10,-1.7299385
Polr2a_Cops5,-1.7299385
Mrps23_Mrpl54,-1.7299385
Vcl_Ptk2,-1.7299385
Cyp2e1_Alox12,-1.7299385
Rptor_Akt3,-1.7299385
Pgam5_Bcl2l1,-1.7299385
Ecsit_Acad9,-1.7299385
Mmp9_Fn1,-1.7299385
Top3a_Slx4,-1.7299385
Grk2_Gnb4,-1.7299385
Pard6b_Gsk3b,-1.7299385
Gsto1_Gsta5,-1.7299385
Recql4_Rad52,-1.7299385
Mapk1_Blzf1,-1.7299385
Ell_Eaf2,-1.7299385
Rock1_Limk2,-1.7299385
Pmpcb_Ndufv2,-1.7299385
Stxbp1_Cask,-1.7299385
Ndufc2_Cox6a1,-1.7299385
Vps18_Tgfbrap1,-1.7299385
Gnas_Gna11,-1.7299385
Rpl18a_Kxd1,-1.7299385
Parp9_Dtx3l,-1.7299385
Vhl_Cul2,-1.7299385
Polr2a_Mettl14,-1.7299385
Psen1_Gsk3b,-1.7299385
Cxcr4_Cd74,-1.7299385
Prpf40a_Ncbp1,-1.7299385
Stx17_Snap29,-1.7299385
Gja1_Cttn,-1.7299385
Mrpl4_Mrpl19,-1.7299385
Psmc6_Psmb10,-1.7299385
Szt2_Atp6v1e1,-1.7299385
Skp1_Ccna2,-1.7408875
Coch_Bche,-1.7408875
Prkaca_Akap5,-1.7408875
Lamtor3_Flcn,-1.7408875
Rab7a_Fyco1,-1.7408875
Nt5c_Naprt,-1.7408875
Pdgfra_Fgf2,-1.7408875
Lamb2_Lama2,-1.7408875
Hdac2_Ctbp2,-1.7408875
Tomm70_Tomm40,-1.7408875
Rbbp4_Phf21a,-1.7408875
Prkca_Gria4,-1.7408875
Tufm_Mrpl20,-1.7408875
Grb2_Erbb4,-1.7408875
Wrn_Kxd1,-1.7408875
Psmb10_Psma5,-1.7408875
Ift57_Ift22,-1.7408875
Txn1_Prdx5,-1.7408875
Wdr38_Supt3h,-1.7408875
Lef1_Bcl9,-1.7408875
Smad3_Men1,-1.7408875
Ngf_Gdnf,-1.7408875
Utp15_Exosc10,-1.7408875
Sf3b1_Eftud2,-1.7408875
Napa_Bnip1,-1.7408875
Rybp_Kdm2a,-1.7408875
Ppp2cb_Gsk3b,-1.7408875
Brk1_Abi3,-1.7408875
Utp14a_Bysl,-1.7408875
Prkca_Ap2a2,-1.7408875
Chmp7_Chmp3,-1.7408875
Kcnip3_Dpp6,-1.7408875
Hdac1_Apc,-1.7408875
Lpin3_Dgat2,-1.7408875
Nxf1_Alyref,-1.7408875
Tmed2_Stx17,-1.7408875
Rnf139_Ndufa6,-1.7408875
Prkaca_Kcns3,-1.7408875
Srf_Nfatc4,-1.7408875
Syk_Sos1,-1.7408875
Rrs1_Rpf2,-1.7408875
Smpd2_Galc,-1.7408875
Ncan_Agrn,-1.7408875
Psmd8_Psma2,-1.7408875
Pycard_Il18,-1.7408875
Wdr12_Nsa2,-1.7408875
Kxd1_Josd2,-1.7408875
Ubqln1_Psmd2,-1.7408875
Snrpb_Lsm4,-1.7408875
Mrps2_Aurkaip1,-1.7408875
Fads2_Acsl1,-1.7408875
Mrpl21_Mrpl18,-1.7408875
Nup50_Hdac4,-1.7408875
Kifc1_Cdca8,-1.7408875
Ntrk1_Ngf,-1.7408875
Ntrk2_Gipc1,-1.7408875
Sqle_Fdft1,-1.7408875
Slbp_Aaas,-1.7408875
Vav2_Tiam1,-1.7408875
Rraga_Flcn,-1.7408875
Ltbp1_Fn1,-1.7408875
Got1_Aga,-1.7408875
Snf8_Hgs,-1.7408875
Rfc5_Prim1,-1.7408875
Shc1_Ntrk2,-1.7408875
Tipin_Mcm3,-1.7408875
Rad51c_Gen1,-1.7408875
RT1-Da_Ctsm,-1.7408875
Plcd3_Mtm1,-1.7408875
Ghrl_Ghrh,-1.7408875
Nup88_Aurkb,-1.7408875
Fancl_Faap100,-1.7408875
Prf1_Gzmbl2,-1.7408875
Nop56_Ftsj3,-1.7408875
Tnnc2_Pdlim7,-1.7408875
Wdtc1_Rbbp5,-1.7408875
Gli2_Dzip1,-1.7408875
Ptk2_Cttn,-1.7408875
Mrpl44_mrpl24,-1.7408875
Snrpd1_Prpf3,-1.7408875
Ctnnd1_Cdh1,-1.7408875
Hgs_Ap1g2,-1.7408875
Rab18_Dctn6,-1.7408875
Psmd4_Oaz2,-1.7408875
Rfc4_Rad17,-1.7408875
P4ha1_Col8a1,-1.7408875
Stxbp2_Rai14,-1.7408875
Stx1a_Nsf,-1.7408875
Mrpl48_Mrpl16,-1.7408875
Psme2_Psmc2,-1.7408875
Trim72_Cav3,-1.7408875
Mrpl58_Malsu1,-1.7408875
Rp9_Prpf8,-1.7408875
Maob_Aox4,-1.7408875
Gmpr_Ampd1,-1.7408875
Mrpl47_Mrpl13,-1.7408875
Trpv1_Scn10a,-1.7408875
Gnal_Adcy2,-1.7408875
Zrsr2_Zmat5,-1.7408875
Plk1_Ccna2,-1.7408875
Supt5h_Polr2b,-1.7408875
Rac2_Gnb1,-1.7408875
Uba7_Rps27a,-1.7408875
Ssbp3_Ldb2,-1.7408875
Polr2g_Gtf2e1,-1.7408875
Rpl27_Las1l,-1.7408875
Ift27_Cluap1,-1.7518365
Tyms_Dck,-1.7518365
Rac2_Iqgap3,-1.7518365
Prkag3_Cab39,-1.7518365
Srsf6_Srsf11,-1.7518365
Nol10_Fbl,-1.7518365
Snupn_Pom121,-1.7518365
Hspa4_Bag2,-1.7518365
Ung_Tdg,-1.7518365
Nup210_Hspa12a,-1.7518365
Supt5h_Polr2i,-1.7518365
Plppr4_Agpat5,-1.7518365
Dhx32_Ddx55,-1.7518365
Vps28_Mvb12a,-1.7518365
Vps16_Stx8,-1.7518365
Plg_Agt,-1.7518365
Psma2_Cul3,-1.7518365
Skp1_Fbxo6,-1.7518365
Nup160_Hspa4l,-1.7518365
Cdc25a_Ccna2,-1.7518365
Uqcrfs1_Ndufs4,-1.7518365
Polr2k_Ercc2,-1.7518365
Gnl2_Ddx27,-1.7518365
Cyp4a8_Aox1,-1.7518365
Sacm1l_Pten,-1.7518365
Lyn_Hcls1,-1.7518365
mrpl24_Dap3,-1.7518365
Tpm1_Actn3,-1.7518365
B3gat3_Agrn,-1.7518365
Sdad1_Exosc2,-1.7518365
Procr_Pf4,-1.7518365
Skp1_Fbxl12,-1.7518365
Ncor2_Hdac5,-1.7518365
Psmd5_Psma6,-1.7518365
Crls1_Cds1,-1.7518365
Nop56_Mrps7,-1.7518365
Vegfa_Ntrk1,-1.7518365
Cryl1_Akr1a1,-1.7518365
Rab27b_Lamp2,-1.7518365
Shc1_Csf2,-1.7518365
Kit_Grb10,-1.7518365
Ppp4r1_Ppp2r2b,-1.7518365
Taf3_Mdh2,-1.7518365
Xrcc1_Ccl27,-1.7518365
Tp53bp1_Brca1,-1.7518365
Rplp0_Rpl18,-1.7518365
Eif3g_Eif1,-1.7518365
Traf7_Kxd1,-1.7518365
Gpd2_Gpat2,-1.7518365
Sdha_Acly,-1.7518365
Gpd2_Gpat4,-1.7518365
Nprl2_Atp6v0e2,-1.7518365
Polr2e_Nop58,-1.7518365
Fgfr1_Fgf7,-1.7518365
Tinf2_Ppp6c,-1.7518365
Dpf1_Arid1b,-1.7518365
Rrp9_Ddx10,-1.7518365
Traf3_Tbk1,-1.7518365
Chst14_Bcan,-1.7518365
Pcyt1b_Chkb,-1.7518365
Psmd12_Psma1,-1.7518365
Stambp_Chmp2a,-1.7518365
Utp15_Rps5,-1.7518365
Utp6_Mphosph10,-1.7518365
Melk_Dlgap5,-1.7518365
Utp15_Nat10,-1.7518365
Tyms_Mcm5,-1.7518365
Utp18_Nip7,-1.7518365
Hnrnph1_Alyref,-1.7518365
Itga2b_Fgb,-1.7518365
Plppr5_Agpat5,-1.7518365
Ldhd_Hagh,-1.7518365
Srsf1_Snrpf,-1.7518365
Polr1a_Nop56,-1.7518365
Doxl1_Aldh9a1,-1.7518365
Ddx52_Ddx10,-1.7518365
Plppr5_Dgat1,-1.7518365
Usp1_Fancc,-1.7518365
Mrps30_Mrps18a,-1.7518365
Grin3b_Grik4,-1.7518365
Tpm4_Actn3,-1.7518365
Lrp8_Apoc2,-1.7518365
Kdsr_Cers4,-1.7518365
Ppcdc_Enpp3,-1.7518365
Psmd8_Psmc1,-1.7518365
Pparg_Cdk5,-1.7518365
Hsd17b12_Cyp19a1,-1.7518365
Gpc6_B3gat2,-1.7518365
Vamp3_Sec22b,-1.7518365
Smad1_Bmpr2,-1.7518365
Smad1_Bmp4,-1.7518365
Hsph1_Hspa1l,-1.7518365
Mcm10_Blm,-1.7518365
Psma6_Ihh,-1.7518365
Nt5c2_Dtymk,-1.7518365
Fbl_Bysl,-1.7518365
Tex10_Eri1,-1.7518365
Xab2_Dhx38,-1.7518365
Mrps30_Mrpl16,-1.7518365
Slc32a1_Slc18a2,-1.7518365
Dcaf4_Cul4b,-1.7518365
Stat5a_Cish,-1.7518365
Grk2_Arrb2,-1.7518365
Cdkn2c_Cdk6,-1.7518365
Ube2i_Babam1,-1.7518365
Traf6_Il1b,-1.7518365
Ppp2r3b_Lcmt1,-1.7518365
Rab11fip2_Ehd1,-1.7518365
Mrpl14_Chchd1,-1.7518365
Il5_Csf2,-1.7627854
Mphosph10_Ddx55,-1.7627854
Ptges3_Mapk1,-1.7627854
Rassf5_Nras,-1.7627854
Uqcrh_Rnf139,-1.7627854
Traf6_Smad3,-1.7627854
Ppp2r5a_Dvl2,-1.7627854
Mrps23_Gadd45gip1,-1.7627854
Ubfd1_Psmc6,-1.7627854
Eftud2_Eef1g,-1.7627854
Gigyf1_Eif4e2,-1.7627854
Uqcrfs1_Ndufb5,-1.7627854
Nos1_Dmd,-1.7627854
Inppl1_Epha2,-1.7627854
Sdhc_Sdha,-1.7627854
Psme3_Psmb10,-1.7627854
Rela_Myd88,-1.7627854
Sox10_Smarca4,-1.7627854
Tsc2_Prkag3,-1.7627854
Ndufs1_Cox4i1,-1.7627854
Tab3_Map2k6,-1.7627854
Ndufa4_Cox7a2l2,-1.7627854
Tacc3_Nusap1,-1.7627854
Snrpd2_Nup160,-1.7627854
Cyp21a1_Cyp11b1,-1.7627854
Rae1_Ddx20,-1.7627854
Psmc5_Psmb1,-1.7627854
Psmc3_Orc1,-1.7627854
Rab18_Dynll2,-1.7627854
Noc2l_Ddx27,-1.7627854
Noc2l_Imp4,-1.7627854
Sox2_Hdac1,-1.7627854
Pdcd6ip_Chmp4c,-1.7627854
Cd8a_Cd28,-1.7627854
Hspa1l_Dnaja3,-1.7627854
Noc4l_Exosc2,-1.7627854
Dhx35_Bud31,-1.7627854
Itgb1_Itgal,-1.7627854
Cxcr3_Ccl5,-1.7627854
Pkp1_Casp3,-1.7627854
Mterf3_Mrpl20,-1.7627854
Pdyn_Oprd1,-1.7627854
Tomm22_Mfn1,-1.7627854
Srsf11_Srsf1,-1.7627854
Fmod_B4galt4,-1.7627854
Ift140_Dync2li1,-1.7627854
Pklr_Ldha,-1.7627854
Nop14_Abt1,-1.7627854
Mrps14_Mrpl12,-1.7627854
Snrpf_Sf3a3,-1.7627854
Cacng4_Cacng1,-1.7627854
Nr2c1_Ncor2,-1.7627854
Stx6_Stx18,-1.7627854
Gls2_Gad2,-1.7627854
Tada2a_Mbip,-1.7627854
Uqcrc1_Cox6a1,-1.7627854
Cxcr4_Ccl2,-1.7627854
Skp1_Fbxo46,-1.7627854
Tcf7_Bcl9,-1.7627854
Ptk2_Lama4,-1.7627854
Ptprc_Itgb2,-1.7627854
Cnot7_Cnot1,-1.7627854
Pygb_Pgm2,-1.7627854
Jund_Creb5,-1.7627854
Lrp1_Agrn,-1.7627854
Src_Mmp9,-1.7627854
Nup98_Gemin5,-1.7627854
Mccc2_Ivd,-1.7627854
Plcb3_Gna14,-1.7627854
Itgb3_Fgb,-1.7627854
Wdhd1_Mcm2,-1.7627854
Tubb4a_Chmp7,-1.7627854
RSA-14-44_Iqgap1,-1.7627854
Ripk1_Map2k6,-1.7627854
Mmp10_Bcan,-1.7627854
Ptges2_Ptgds,-1.7627854
Ppard_Med1,-1.7627854
Myl2_Mybpc3,-1.7627854
Shc1_Il6r,-1.7627854
Mpi_Gnpda1,-1.7627854
Mboat1_Lclat1,-1.7627854
Col1a2_Bmp1,-1.7627854
Ppfia4_Cask,-1.7627854
Sufu_Psmd13,-1.7627854
Cox5b_Cox4i1,-1.7627854
Polr2a_Ctr9,-1.7627854
Snrnp200_Sf3b3,-1.7627854
Snrnp200_Rbm8a,-1.7627854
Wdr5_Rbbp5,-1.7627854
Kif23_Aurka,-1.7627854
Mmp2_Hbegf,-1.7627854
Src_Arrb2,-1.7627854
Il34_Csf1,-1.7627854
Rras2_Arhgef12,-1.7627854
Necap1_Arfgap1,-1.7627854
Tbl3_Ddx10,-1.7627854
Adamtsl1_Adamts6,-1.7627854
Prkaca_Pde10a,-1.7627854
Nfkb2_Il1b,-1.7627854
Nfkb1_Crebbp,-1.7627854
Shh_Psmc2,-1.7627854
Pcolce_Col3a1,-1.7627854
Dennd3_Chm,-1.7627854
Utp14a_Nop56,-1.7627854
Sumf2_Arsi,-1.7627854
Sumo1_Nr5a2,-1.7627854
Mrps7_Mrpl46,-1.7627854
Hscb_Glrx5,-1.7627854
Brca2_Bard1,-1.7627854
Npr3_Nppb,-1.7627854
Psmd7_Psmd12,-1.7627854
Sdc3_Ext1,-1.7627854
Polr2e_Med21,-1.7627854
Wdr35_Dync2li1,-1.7627854
Ngf_Ncstn,-1.7627854
Rmi1_Recql4,-1.7627854
Psmd6_Psmb4,-1.7627854
Prkaca_Kcnj11,-1.7627854
Flrt3_Fgfr1,-1.7627854
Polr2g_Med31,-1.7627854
Tpst1_F8,-1.7627854
Nr1h2_Hdac4,-1.7627854
Setd1b_Ash2l,-1.7627854
Setd2_Pbrm1,-1.7627854
Rit2_Ralgds,-1.7627854
Traf2_Casp12,-1.7627854
Cacnb4_Cacna1d,-1.7627854
Mta2_Gatad2b,-1.7627854
Src_Pgr,-1.7737345
Mllt3_Ell,-1.7737345
Il2rg_Il2,-1.7737345
Acsbg1_Acad8,-1.7737345
Stag3_Pds5b,-1.7737345
Vps41_Vps11,-1.7737345
Arl1_Arfip2,-1.7737345
Arfgap1_Aak1,-1.7737345
Ppif_Gsk3b,-1.7737345
Utp18_Ddx10,-1.7737345
Acsm1_Acadvl,-1.7737345
Polr2d_Nelfe,-1.7737345
Yaf2_Pcgf5,-1.7737345
Yeats4_Epc2,-1.7737345
RT1-Db1_Ptpn22,-1.7737345
Akt2_Akt1,-1.7737345
Wdr19_Ift57,-1.7737345
Hadh_Acadsb,-1.7737345
Wdr18_Rpl4,-1.7737345
Nkx2-3_Gata4,-1.7737345
Ndufaf4_Ndufa8,-1.7737345
Rdh10_Lrat,-1.7737345
Epha6_Efnb1,-1.7737345
Pom121_Gemin2,-1.7737345
Txnrd2_Kyat1,-1.7737345
Rac2_Plxnb1,-1.7737345
Utp18_Nop58,-1.7737345
Ryr2_Nos1,-1.7737345
Cdc40_Bud13,-1.7737345
Xrcc3_Rpa1,-1.7737345
Psme2_Psma6,-1.7737345
Ralbp1_Rac2,-1.7737345
Scn9a_Scn5a,-1.7737345
Snupn_Nupl2,-1.7737345
Mrps14_Chchd1,-1.7737345
Snrpf_Nup50,-1.7737345
Umps_Dhodh,-1.7737345
P4ha1_Col16a1,-1.7737345
Tfr2_Hamp,-1.7737345
Smndc1_Sf3b1,-1.7737345
Brcc3_Brca1,-1.7737345
Sult1e1_Hsd17b12,-1.7737345
Supt5h_Nelfe,-1.7737345
Lcp2_Cd247,-1.7737345
Grik4_Cacng3,-1.7737345
Sox2_Hdac2,-1.7737345
Taf3_Sdha,-1.7737345
Shc1_Grb10,-1.7737345
Snrpd2_Ppih,-1.7737345
Skp1_Fbxw9,-1.7737345
Hadh_Aldh7a1,-1.7737345
Nip7_Fbl,-1.7737345
Tfg_Sec31a,-1.7737345
Nuf2_Cdca8,-1.7737345
Palb2_Bard1,-1.7737345
Smn1_Nup50,-1.7737345
Nsa2_Nifk,-1.7737345
Smpd1_Asah1,-1.7737345
Nras_Kit,-1.7737345
Mrps5_Mrpl47,-1.7737345
Eif2s1_Eif1,-1.7737345
Cyp3a18_Aldh1a1,-1.7737345
Eif3a_Eif2a,-1.7737345
Rfc2_Pcna,-1.7737345
Spag5_Kif20a,-1.7737345
Wasf3_Cyfip2,-1.7737345
Ghrl_Gh1,-1.7737345
Sphk1_Asah2,-1.7737345
Selp_Rab27b,-1.7737345
Phc2_Casp8ap2,-1.7737345
Bmpr2_Bmp5,-1.7737345
Tp53_Cops5,-1.7737345
Wbp4_Snrnp200,-1.7737345
Cdkn1b_Anapc1,-1.7737345
Rictor_Akt3,-1.7737345
Cyp2c6v1_Alox15,-1.7737345
Mrps21_Mrps14,-1.7737345
Egfr_Cdh1,-1.7737345
Polr2a_Gtf2e1,-1.7737345
Psme1_Orc1,-1.7737345
Atp6v1g3_Atp6v0e2,-1.7737345
Nts_Cck,-1.7737345
Psmc2_Psma2,-1.7737345
Slbp_Ncbp1,-1.7737345
B4galt4_B3galt5,-1.7737345
Plcb4_Pikfyve,-1.7737345
Mrpl15_Mrpl12,-1.7737345
Hadhb_Acads,-1.7737345
Tomm20_Mul1,-1.7737345
Mrps5_Mrps17,-1.7737345
Lck_Il2,-1.7737345
Rrp9_Nsun2,-1.7737345
Pdia4_Creld2,-1.7737345
Snrnp200_Prpf4,-1.7737345
Prkca_Gria3,-1.7737345
Nusap1_Cenpe,-1.7737345
Tbl1x_Hdac3,-1.7737345
Notch1_Maml1,-1.7737345
Dcaf4_Cops7b,-1.7737345
Rab43_Cog1,-1.7737345
Sufu_Ofd1,-1.7737345
Rpf2_Krr1,-1.7737345
Lamb2_Itgb4,-1.7737345
Snrnp200_Slu7,-1.7737345
Hmox1_Heph,-1.7737345
Gabrg2_Gabrb1,-1.7737345
Chd4_Cbx1,-1.7737345
Got2_Got1,-1.7737345
Wnt2b_Sfrp1,-1.7737345
Pml_Nup85,-1.7737345
Irf5_Crebbp,-1.7737345
Psmc1_Oaz2,-1.7737345
Slc7a5_Slc1a5,-1.7737345
Aoc1_Aldh7a1,-1.7737345
Gclc_Cat,-1.7737345
Poldip3_Ddx39a,-1.7737345
Ppp2r1a_Ppp2ca,-1.7737345
Lifr_Cntf,-1.7737345
Psmb4_Orc1,-1.7737345
Col5a2_Col3a1,-1.7737345
Taf9_Tada2a,-1.7737345
Acox3_Acat1,-1.7737345
Rbl2_E2f5,-1.7846835
Fxyd1_Atp1b1,-1.7846835
Rps27a_Rpl27,-1.7846835
Psmb2_Mapk6,-1.7846835
Nup210_Nup153,-1.7846835
Mrpl44_Mrpl16,-1.7846835
Polh_Pold3,-1.7846835
Cops5_Commd7,-1.7846835
Bik_Bcl2l1,-1.7846835
Lcp2_Cbl,-1.7846835
Tbp_Taf4b,-1.7846835
Gclc_Anpep,-1.7846835
Ogdh_Gcsh,-1.7846835
Med6_Med10,-1.7846835
Rgs9_Pde6a,-1.7846835
Wdr18_Nol9,-1.7846835
Plg_Apoa1,-1.7846835
Rbbp5_Dido1,-1.7846835
Ephb1_Efnb3,-1.7846835
Rangap1_Nup153,-1.7846835
Sod2_Mrpl15,-1.7846835
Synj2_Itpk1,-1.7846835
Birc5_Aurkc,-1.7846835
Serping1_C1qa,-1.7846835
Ttc8_Bbs2,-1.7846835
Grip2_Gria3,-1.7846835
Dync2li1_Dync1li2,-1.7846835
Sufu_Psmd4,-1.7846835
Rpa1_Mcm8,-1.7846835
Ncapg2_Mcm3,-1.7846835
Snx2_Snx1,-1.7846835
Hmgcs1_Hmgcl,-1.7846835
C5_C3,-1.7846835
Isy1_Eif4a3,-1.7846835
Grb2_Frs3,-1.7846835
Rac2_Nox1,-1.7846835
Per2_Cry1,-1.7846835
Mrto4_Eif6,-1.7846835
Dnmt3b_Ahcy,-1.7846835
Dctn1_Ar,-1.7846835
Stip1_Cct5,-1.7846835
Spop_Psma2,-1.7846835
Irf7_Irak4,-1.7846835
Hjurp_Cenpw,-1.7846835
Gcnt2_B4galt4,-1.7846835
Rpl30_Rpl28,-1.7846835
Dync1h1_Dctn5,-1.7846835
Fgb_Apom,-1.7846835
Notch2_Dvl3,-1.7846835
Pla2g3_Pla2g10,-1.7846835
Top3a_Timeless,-1.7846835
Pnpo_Phospho2,-1.7846835
Cx3cl1_Ccr3,-1.7846835
Pip5k1c_Pik3r2,-1.7846835
S100b_Capza1,-1.7846835
Ptpre_Grb2,-1.7846835
Rnf139_Ndufs2,-1.7846835
Nup88_Hspa14,-1.7846835
Pc_Mdh1,-1.7846835
Nop14_Nat10,-1.7846835
Ndufs3_Acad9,-1.7846835
Skp1_Psmb9,-1.7846835
Tjp3_Cldn4,-1.7846835
Tshr_Gnaq,-1.7846835
Kxd1_Kat2a,-1.7846835
Ube2j2_Atg7,-1.7846835
Grin1_Drd1,-1.7846835
Ube2i_Nr1h4,-1.7846835
Tp53_Akt3,-1.7846835
Rnf8_Rad50,-1.7846835
Snrpd1_Prpf39,-1.7846835
Itpa_Cant1,-1.7846835
Syk_Shc1,-1.7846835
Rbpj_Maml1,-1.7846835
Psma3_Hecw1,-1.7846835
Psmc2_Psmb10,-1.7846835
Ncstn_Bace1,-1.7846835
Rae1_Nup98,-1.7846835
Rpf2_Nop2,-1.7846835
Gria3_Cacng4,-1.7846835
Cyp46a1_Cyp27a1,-1.7846835
Cyp2e1_Cbr3,-1.7846835
Pdss2_Fdft1,-1.7846835
Asah2_Acer3,-1.7846835
Tada2b_Kxd1,-1.7846835
Vps28_Chmp2a,-1.7846835
Hsf2_Cry2,-1.7846835
Mphosph10_Imp4,-1.7846835
Mapkapk3_Map2k3,-1.7846835
Il6st_Cntf,-1.7846835
Snrpa1_Sf3a3,-1.7846835
Invs_Dvl3,-1.7846835
Eftud2_Cwf19l2,-1.7846835
Snrpa_Dhx8,-1.7846835
Ctrc_Cela3b,-1.7846835
Sdr16c5_Dgat1,-1.7846835
Chrne_Chrna1,-1.7846835
Uqcrc1_Cox5b,-1.7846835
Supt16h_Iws1,-1.7846835
Ldb1_Gata2,-1.7846835
Cyc1_Cox19,-1.7846835
Ndufa11_Cox7c,-1.7846835
Pten_Psmb2,-1.7846835
Zc3h13_Rbm15b,-1.7846835
Ube2c_Uba5,-1.7846835
Snrpd2_Snrnp70,-1.7846835
Taf3_Ndufb7,-1.7846835
Cacng1_Cacna2d3,-1.7846835
Sf3a2_Cwc27,-1.7846835
Lpl_Cpt1a,-1.7846835
Sgo1_Ppp2r5a,-1.7846835
S1pr2_Gnaq,-1.7846835
Hnrnpm_Hnrnph1,-1.7846835
Nras_Nf1,-1.7846835
Nup153_Hspa5,-1.7846835
Mrps14_Mrpl44,-1.7846835
Mitf_Ep300,-1.7956324
Ddx49_Ddx31,-1.7956324
Kyat1_Got2,-1.7956324
Pde9a_Gucy1b2,-1.7956324
Kcnip3_Kcnd1,-1.7956324
Stard4_Star,-1.7956324
Tgfb1i1_Rhoc,-1.7956324
Smad3_Ccnk,-1.7956324
Ugt8_Smpd2,-1.7956324
Men1_Ash2l,-1.7956324
Srsf4_Srsf2,-1.7956324
Coq8a_Coq4,-1.7956324
Txn2_Prdx3,-1.7956324
